id,code,subvariant,fuel_type,cylinder,enginecreatedat,engine_discontinued
2956,316i,Edition Sport,Benzins,4,3-Mar,5-Mar
2957,316i,Edition Sport Automatiska parnesumkarba,Benzins,4,3-Mar,5-Mar
2958,318i,Nav,Benzins,4,1-Aug,5-Mar
2959,318i,Automatiska parnesumkarba,Benzins,4,1-Aug,5-Mar
2960,318i,Edition Lifestyle,Benzins,4,3-Mar,5-Mar
2961,318i,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,3-Mar,5-Mar
2962,318i,Edition Exclusive,Benzins,4,3-Mar,5-Mar
2963,318i,Edition Exclusive Automatiska parnesumkarba,Benzins,4,3-Mar,5-Mar
2964,318i,Edition Sport,Benzins,4,3-Mar,5-Mar
2965,318i,Edition Sport Automatiska parnesumkarba,Benzins,4,3-Mar,5-Mar
2966,320i,Nav,Benzins,6,1-Aug,5-Mar
2967,320i,Automatiska parnesumkarba,Benzins,6,1-Aug,5-Mar
2968,320i,Edition Lifestyle,Benzins,6,3-Mar,5-Mar
2969,320i,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2970,320i,Edition Exclusive,Benzins,6,3-Mar,5-Mar
2971,320i,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2972,320i,Edition Sport,Benzins,6,3-Mar,5-Mar
2973,320i,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2974,325i,Nav,Benzins,6,1-Aug,5-Mar
2975,325i,SMG,Benzins,6,3-Sep,5-Mar
2976,325i,Automatiska parnesumkarba,Benzins,6,1-Aug,5-Mar
2977,325i,Edition Lifestyle,Benzins,6,3-Mar,5-Mar
2978,325i,Edition Lifestyle SMG,Benzins,6,3-Sep,5-Mar
2979,325i,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2980,325i,Edition Exclusive,Benzins,6,3-Mar,5-Mar
2981,325i,Edition Exclusive SMG,Benzins,6,3-Sep,5-Mar
2982,325i,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2983,325i,Edition Sport,Benzins,6,3-Mar,5-Mar
2984,325i,Edition Sport SMG,Benzins,6,3-Sep,5-Mar
2985,325i,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2986,325xi,Nav,Benzins,6,1-Aug,5-Mar
2987,325xi,Automatiska parnesumkarba,Benzins,6,1-Aug,5-Mar
2988,325xi,Edition Lifestyle,Benzins,6,3-Mar,5-Mar
2989,325xi,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2990,325xi,Edition Exclusive,Benzins,6,3-Mar,5-Mar
2991,325xi,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2992,325xi,Edition Sport,Benzins,6,3-Mar,5-Mar
2993,325xi,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
2994,330i,Nav,Benzins,6,1-Aug,3-Mar
2995,330i,Nav,Benzins,6,3-Mar,5-Mar
2996,330i,SMG,Benzins,6,3-Sep,5-Mar
2997,330i,Automatiska parnesumkarba,Benzins,6,1-Aug,5-Mar
2998,330i,Edition Lifestyle,Benzins,6,3-Mar,5-Mar
2999,330i,Edition Lifestyle SMG,Benzins,6,3-Sep,5-Mar
3000,330i,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3001,330i,Edition Exclusive,Benzins,6,3-Mar,5-Mar
3002,330i,Edition Exclusive SMG,Benzins,6,3-Sep,5-Mar
3003,330i,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3004,330i,Edition Sport,Benzins,6,3-Mar,5-Mar
3005,330i,Edition Sport SMG,Benzins,6,3-Sep,5-Mar
3006,330i,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3007,330xi,Nav,Benzins,6,1-Aug,3-Mar
3008,330xi,Nav,Benzins,6,3-Mar,5-Mar
3009,330xi,Automatiska parnesumkarba,Benzins,6,1-Aug,5-Mar
3010,330xi,Edition Lifestyle,Benzins,6,3-Mar,5-Mar
3011,330xi,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3012,330xi,Edition Exclusive,Benzins,6,3-Mar,5-Mar
3013,330xi,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3014,330xi,Edition Sport,Benzins,6,3-Mar,5-Mar
3015,330xi,Edition Sport Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3016,318d,Nav,Dizelis,4,1-Aug,3-Mar
3017,318d,Nav,Dizelis,4,3-Mar,5-Mar
3018,318d,Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Mar
3019,318d,Edition Lifestyle,Dizelis,4,3-Mar,5-Mar
3020,318d,Edition Lifestyle Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Mar
3021,318d,Edition Exclusive,Dizelis,4,3-Mar,5-Mar
3022,318d,Edition Exclusive Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Mar
3023,318d,Edition Sport,Dizelis,4,3-Mar,5-Mar
3024,318d,Edition Sport Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Mar
3025,320d,Nav,Dizelis,4,1-Aug,3-Mar
3026,320d,Nav,Dizelis,4,3-Mar,5-Mar
3027,320d,Automatiska parnesumkarba,Dizelis,4,1-Aug,5-Mar
3028,320d,Edition Lifestyle,Dizelis,4,3-Mar,5-Mar
3029,320d,Edition Lifestyle Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Mar
3030,320d,Edition Exclusive,Dizelis,4,3-Mar,5-Mar
3031,320d,Edition Exclusive Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Mar
3032,320d,Edition Sport,Dizelis,4,3-Mar,5-Mar
3033,320d,Edition Sport Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Mar
3034,330d,Nav,Dizelis,6,1-Aug,3-Mar
3035,330d,Automatiska parnesumkarba,Dizelis,6,1-Aug,3-Mar
3036,330xd,Nav,Dizelis,6,1-Aug,3-Mar
3037,330xd,Automatiska parnesumkarba,Dizelis,6,1-Aug,3-Mar
3038,330d,Nav,Dizelis,6,2-Dec,5-Mar
3039,330d,Steptronic,Dizelis,6,2-Dec,5-Mar
3040,330d,Edition Lifestyle,Dizelis,6,3-Mar,5-Mar
3041,330d,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3042,330d,Edition Exclusive,Dizelis,6,3-Mar,5-Mar
3043,330d,Edition Exclusive Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3044,330d,Edition Sport,Dizelis,6,3-Mar,5-Mar
3045,330d,Edition Sport Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3046,330xd,Nav,Dizelis,6,2-Dec,5-Mar
3047,330xd,Automatiska parnesumkarba,Dizelis,6,2-Dec,5-Mar
3048,330xd,Edition Lifestyle,Dizelis,6,3-Mar,5-Mar
3049,330xd,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3050,330xd,Edition Exclusive,Dizelis,6,3-Mar,5-Mar
3051,330xd,Edition Exclusive Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Mar
3052,330xd,Edition Sport,Dizelis,6,3-Mar,5-Mar
3053,330xd,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Mar
3054,316i Touring,Nav,Benzins,4,2-Mar,5-Jul
3055,316i Touring,Automatiska parnesumkarba,Benzins,4,2-Mar,5-Jul
3056,316i Touring,Edition Lifestyle,Benzins,4,3-Mar,5-Jul
3057,316i Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3058,316i Touring,Edition Exclusive,Benzins,4,3-Mar,5-Jul
3059,316i Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3060,316i Touring,Edition Sport,Benzins,4,3-Mar,5-Jul
3061,316i Touring,Edition Sport Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3062,318i Touring,Nav,Benzins,4,1-Sep,5-Jul
3063,318i Touring,Automatiska parnesumkarba,Benzins,4,1-Sep,5-Jul
3064,318i Touring,Edition Lifestyle,Benzins,4,3-Mar,5-Jul
3065,318i Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3066,318i Touring,Edition Exclusive,Benzins,4,3-Mar,5-Jul
3067,318i Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3068,318i Touring,Edition Sport,Benzins,4,3-Mar,5-Jul
3069,318i Touring,Edition Sport Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jul
3070,320i Touring,Nav,Benzins,6,1-Sep,5-Jul
3071,320i Touring,Automatiska parnesumkarba,Benzins,6,1-Sep,5-Jul
3072,320i Touring,Edition Lifestyle,Benzins,6,3-Mar,5-Jul
3073,320i Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3074,320i Touring,Edition Exclusive,Benzins,6,3-Mar,5-Jul
3075,320i Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3076,320i Touring,Edition Sport,Benzins,6,3-Mar,5-Jul
3077,320i Touring,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3078,325i Touring,Nav,Benzins,6,1-Sep,5-Jul
3079,325i Touring,SMG,Benzins,6,3-Sep,5-Jul
3080,325i Touring,Automatiska parnesumkarba,Benzins,6,1-Sep,5-Jul
3081,325i Touring,Edition Lifestyle,Benzins,6,3-Mar,5-Jul
3082,325i Touring,Edition Lifestyle SMG,Benzins,6,3-Sep,5-Jul
3083,325i Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3084,325i Touring,Edition Exclusive,Benzins,6,3-Mar,5-Jul
3085,325i Touring,Edition Exclusive SMG,Benzins,6,3-Sep,5-Jul
3086,325i Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3087,325i Touring,Edition Sport,Benzins,6,3-Mar,5-Jul
3088,325i Touring,Edition Sport SMG,Benzins,6,3-Sep,5-Jul
3089,325i Touring,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3090,325xi Touring,Nav,Benzins,6,1-Sep,5-Jul
3091,325xi Touring,Automatiska parnesumkarba,Benzins,6,1-Sep,5-Jul
3092,325xi Touring,Edition Lifestyle,Benzins,6,3-Mar,5-Jul
3093,325xi Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3094,325xi Touring,Edition Exclusive,Benzins,6,3-Mar,5-Jul
3095,325xi Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3096,325xi Touring,Edition Sport,Benzins,6,3-Mar,5-Jul
3097,325xi Touring,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3098,330i Touring,Nav,Benzins,6,1-Sep,3-Mar
3099,330i Touring,Nav,Benzins,6,3-Mar,5-Jul
3100,330i Touring,SMG,Benzins,6,3-Sep,5-Jul
3101,330i Touring,Automatiska parnesumkarba,Benzins,6,1-Sep,5-Jul
3102,330i Touring,Edition Lifestyle,Benzins,6,3-Mar,5-Jul
3103,330i Touring,Edition Lifestyle SMG,Benzins,6,3-Sep,5-Jul
3104,330i Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3105,330i Touring,Edition Exclusive,Benzins,6,3-Mar,5-Jul
3106,330i Touring,Edition Exclusive SMG,Benzins,6,3-Sep,5-Jul
3107,330i Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3108,330i Touring,Edition Sport,Benzins,6,3-Mar,5-Jul
3109,330i Touring,Edition Sport SMG,Benzins,6,3-Sep,5-Jul
3110,330i Touring,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3111,330xi Touring,Nav,Benzins,6,1-Sep,3-Mar
3112,330xi Touring,Nav,Benzins,6,3-Mar,5-Jul
3113,330xi Touring,Automatiska parnesumkarba,Benzins,6,1-Sep,5-Jul
3114,330xi Touring,Edition Lifestyle,Benzins,6,3-Mar,5-Jul
3115,330xi Touring,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3116,330xi Touring,Edition Exclusive,Benzins,6,3-Mar,5-Jul
3117,330xi Touring,Edition Exclusive Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3118,330xi Touring,Edition Sport,Benzins,6,3-Mar,5-Jul
3119,330xi Touring,Edition Sport Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3120,318d Touring,Nav,Dizelis,4,2-Mar,3-Mar
3121,318d Touring,Nav,Dizelis,4,3-Mar,5-Jul
3122,318d Touring,Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Jul
3123,318d Touring,Edition Lifestyle,Dizelis,4,3-Mar,5-Jul
3124,318d Touring,Edition Lifestyle Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Jul
3125,318d Touring,Edition Exclusive,Dizelis,4,3-Mar,5-Jul
3126,318d Touring,Edition Exclusive Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Jul
3127,318d Touring,Edition Sport,Dizelis,4,3-Mar,5-Jul
3128,318d Touring,Edition Sport Automatiska parnesumkarba,Dizelis,4,4-Feb,5-Jul
3129,320d Touring,Nav,Dizelis,4,1-Sep,3-Mar
3130,320d Touring,Nav,Dizelis,4,3-Mar,5-Jul
3131,320d Touring,Automatiska parnesumkarba,Dizelis,4,1-Sep,5-Jul
3132,320d Touring,Edition Lifestyle,Dizelis,4,3-Mar,5-Jul
3133,320d Touring,Edition Lifestyle Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Jul
3134,320d Touring,Edition Exclusive,Dizelis,4,3-Mar,5-Jul
3135,320d Touring,Edition Exclusive Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Jul
3136,320d Touring,Edition Sport,Dizelis,4,3-Mar,5-Jul
3137,320d Touring,Edition Sport Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Jul
3138,330d Touring,Nav,Dizelis,6,2-Dec,5-Jul
3139,330d Touring,Automatiska parnesumkarba,Dizelis,6,2-Dec,5-Jul
3140,330d Touring,Edition Lifestyle,Dizelis,6,3-Mar,5-Jul
3141,330d Touring,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3142,330d Touring,Edition Exclusive,Dizelis,6,3-Mar,5-Jul
3143,330d Touring,Edition Exclusive Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3144,330d Touring,Edition Sport,Dizelis,6,3-Mar,5-Jul
3145,330d Touring,Edition Sport Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3146,330xd Touring,Nav,Dizelis,6,2-Dec,5-Jul
3147,330xd Touring,Automatiska parnesumkarba,Dizelis,6,2-Dec,5-Jul
3148,330xd Touring,Edition Lifestyle,Dizelis,6,3-Mar,5-Jul
3149,330xd Touring,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3150,330xd Touring,Edition Exclusive,Dizelis,6,3-Mar,5-Jul
3151,330xd Touring,Edition Exclusive Automatiska parnesumkarba,Dizelis,6,3-Mar,5-Jul
3152,330xd Touring,Edition Sport,Dizelis,6,3-Mar,5-Jul
3153,330xd Touring,Edition Sport Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jul
3154,316ti compact,Nav,Benzins,4,3-Mar,5-Jan
3155,316ti compact,Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jan
3156,316ti compact,Edition Lifestyle,Benzins,4,4-Feb,5-Jan
3157,316ti compact,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,4-Feb,5-Jan
3158,318ti compact,Nav,Benzins,4,3-Mar,5-Jan
3159,318ti compact,Automatiska parnesumkarba,Benzins,4,3-Mar,5-Jan
3160,318ti compact,Edition Lifestyle,Benzins,4,4-Feb,5-Jan
3161,318ti compact,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,4-Feb,5-Jan
3162,325ti compact,Nav,Benzins,6,3-Mar,5-Jan
3163,325ti compact,SMG,Benzins,6,3-Sep,5-Jan
3164,325ti compact,Automatiska parnesumkarba,Benzins,6,3-Mar,5-Jan
3165,325ti compact,Edition Lifestyle,Benzins,6,4-Feb,5-Jan
3166,325ti compact,Edition Lifestyle SMG,Benzins,6,4-Feb,5-Jan
3167,325ti compact,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,4-Feb,5-Jan
3168,318td compact,Nav,Dizelis,4,2-Dec,5-Jan
3169,318td compact,Edition Lifestyle,Dizelis,4,4-Feb,5-Jan
3170,320td compact,Nav,Dizelis,4,3-Mar,5-Jan
3171,320td compact,Automatiska parnesumkarba,Dizelis,4,3-Mar,5-Jan
3172,320td compact,Edition Lifestyle,Dizelis,4,4-Feb,5-Jan
3173,320td compact,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,4-Feb,5-Jan
3174,318Ci Coupé,Nav,Benzins,4,3-Oct,6-Feb
3175,318Ci Coupé,Automatiska parnesumkarba,Benzins,4,3-Oct,6-Feb
3176,318Ci Coupé,Edition Lifestyle,Benzins,4,4-Aug,6-Feb
3177,318Ci Coupé,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,4-Aug,6-Feb
3178,318Ci Coupé,Edition Exclusive,Benzins,4,4-Aug,6-Feb
3179,318Ci Coupé,Edition Exclusive Automatiska parnesumkarba,Benzins,4,4-Aug,6-Feb
3180,318Ci Coupé,Edition Sport,Benzins,4,4-Aug,6-Feb
3181,318Ci Coupé,Edition Sport Automatiska parnesumkarba,Benzins,4,4-Aug,6-Feb
3182,318Ci Coupé,Nav,Benzins,4,6-Feb,6-Sep
3183,318Ci Coupé,Automatiska parnesumkarba,Benzins,4,6-Feb,6-Sep
3184,318Ci Coupé,Edition Lifestyle,Benzins,4,6-Feb,6-Sep
3185,318Ci Coupé,Edition Lifestyle Automatiska parnesumkarba,Benzins,4,6-Feb,6-Sep
3186,318Ci Coupé,Edition Exclusive,Benzins,4,6-Feb,6-Sep
3187,318Ci Coupé,Edition Exclusive Automatiska parnesumkarba,Benzins,4,6-Feb,6-Sep
3188,318Ci Coupé,Edition Sport,Benzins,4,6-Feb,6-Sep
3189,318Ci Coupé,Edition Sport Automatiska parnesumkarba,Benzins,4,6-Feb,6-Sep
3190,320Ci Coupé,Nav,Benzins,6,3-Oct,6-Sep
3191,320Ci Coupé,Automatiska parnesumkarba,Benzins,6,3-Oct,6-Sep
3192,320Ci Coupé,Edition Lifestyle,Benzins,6,4-Aug,6-Sep
3193,320Ci Coupé,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3194,320Ci Coupé,Edition Exclusive,Benzins,6,4-Aug,6-Sep
3195,320Ci Coupé,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3196,320Ci Coupé,Edition Sport,Benzins,6,4-Aug,6-Sep
3197,320Ci Coupé,Edition Sport Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3198,325Ci Coupé,Nav,Benzins,6,3-Oct,6-Sep
3199,325Ci Coupé,SMG,Benzins,6,3-Oct,6-Sep
3200,325Ci Coupé,Automatiska parnesumkarba,Benzins,6,3-Oct,6-Sep
3201,325Ci Coupé,Edition Lifestyle,Benzins,6,4-Aug,6-Sep
3202,325Ci Coupé,Edition Lifestyle SMG,Benzins,6,4-Aug,6-Sep
3203,325Ci Coupé,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3204,325Ci Coupé,Edition Exclusive,Benzins,6,4-Aug,6-Sep
3205,325Ci Coupé,Edition Exclusive SMG,Benzins,6,4-Aug,6-Sep
3206,325Ci Coupé,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3207,325Ci Coupé,Edition Sport,Benzins,6,4-Aug,6-Sep
3208,325Ci Coupé,Edition Sport SMG,Benzins,6,4-Aug,6-Sep
3209,325Ci Coupé,Edition Sport Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3210,330Ci Coupé,Nav,Benzins,6,3-Oct,6-Sep
3211,330Ci Coupé,SMG,Benzins,6,3-Oct,6-Sep
3212,330Ci Coupé,Automatiska parnesumkarba,Benzins,6,4-Nov,6-Sep
3213,330Ci Coupé,Edition Lifestyle,Benzins,6,4-Aug,6-Sep
3214,330Ci Coupé,Edition Lifestyle SMG,Benzins,6,4-Aug,6-Sep
3215,330Ci Coupé,Edition Lifestyle Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3216,330Ci Coupé,Edition Exclusive,Benzins,6,4-Aug,6-Sep
3217,330Ci Coupé,Edition Exclusive SMG,Benzins,6,4-Aug,6-Sep
3218,330Ci Coupé,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Sep
3219,330Ci Coupé,Edition Sport,Benzins,6,4-Aug,6-Sep
3220,330Ci Coupé,Edition Sport SMG,Benzins,6,4-Aug,6-Sep
3221,330Ci Coupé,Edition Sport Automatiska parnesumkarba,Dizelis,6,4-Aug,6-Sep
3222,320Cd Coupé,Nav,Dizelis,4,3-Oct,6-Sep
3223,320Cd Coupé,Automatiska parnesumkarba,Dizelis,4,3-Oct,5-Jul
3224,320Cd Coupé,Edition Lifestyle,Dizelis,4,4-Aug,6-Sep
3225,320Cd Coupé,Edition Lifestyle Automatiska parnesumkarba,Dizelis,4,4-Aug,5-Jul
3226,320Cd Coupé,Edition Exclusive,Dizelis,4,4-Aug,6-Sep
3227,320Cd Coupé,Edition Exclusive Automatiska parnesumkarba,Dizelis,4,4-Aug,5-Jul
3228,320Cd Coupé,Edition Sport,Dizelis,4,4-Aug,6-Sep
3229,320Cd Coupé,Edition Sport Automatiska parnesumkarba,Dizelis,4,4-Aug,5-Jul
3230,330Cd Coupé,Nav,Dizelis,6,2-Dec,6-Sep
3231,330Cd Coupé,Automatiska parnesumkarba,Dizelis,6,2-Dec,5-Jul
3232,330Cd Coupé,Edition Lifestyle,Dizelis,6,4-Aug,6-Sep
3233,330Cd Coupé,Edition Lifestyle Automatiska parnesumkarba,Dizelis,6,4-Aug,5-Jul
3234,330Cd Coupé,Edition Exclusive,Dizelis,6,4-Aug,6-Sep
3235,330Cd Coupé,Edition Exclusive Automatiska parnesumkarba,Dizelis,6,4-Aug,5-Jul
3236,330Cd Coupé,Edition Sport,Dizelis,6,4-Aug,6-Sep
3237,330Cd Coupé,Edition Sport Automatiska parnesumkarba,Benzins,6,4-Aug,5-Jul
3238,M3 Coupé,Nav,Benzins,6,Oct-00,6-Dec
3239,M3 Coupé,SMG,Benzins,6,4-Feb,6-Dec
3240,M3 CSL,Nav,Benzins,6,3-May,3-Dec
3241,318Ci Cabrio,Nav,Benzins,4,3-Mar,6-Feb
3242,318Ci Cabrio,Automatiska parnesumkarba,Benzins,4,3-Mar,6-Feb
3243,318Ci Cabrio,Edition Exclusive,Benzins,4,4-Aug,6-Feb
3244,318Ci Cabrio,Edition Exclusive Automatiska parnesumkarba,Benzins,4,4-Aug,6-Feb
3245,318Ci Cabrio,Edition Sport,Benzins,4,4-Aug,6-Feb
3246,318Ci Cabrio,Edition Sport Automatiska parnesumkarba,Benzins,4,4-Aug,6-Feb
3247,318Ci Cabrio,Nav,Benzins,4,6-Feb,6-Nov
3248,318Ci Cabrio,Automatiska parnesumkarba,Benzins,4,6-Feb,6-Nov
3249,318Ci Cabrio,Edition Exclusive,Benzins,4,6-Feb,6-Nov
3250,318Ci Cabrio,Edition Exclusive Automatiska parnesumkarba,Benzins,4,6-Feb,6-Nov
3251,318Ci Cabrio,Edition Sport,Benzins,4,6-Feb,6-Nov
3252,318Ci Cabrio,Edition Sport Automatiska parnesumkarba,Benzins,4,6-Feb,6-Nov
3253,320Ci Cabrio,Nav,Benzins,6,3-Mar,6-Nov
3254,320Ci Cabrio,Automatiska parnesumkarba,Benzins,6,3-Mar,6-Nov
3255,320Ci Cabrio,Edition Exclusive,Benzins,6,4-Aug,6-Nov
3256,320Ci Cabrio,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Nov
3257,320Ci Cabrio,Edition Sport,Benzins,6,4-Aug,6-Nov
3258,320Ci Cabrio,Edition Sport Automatiska parnesumkarba,Benzins,6,4-Aug,6-Nov
3259,325Ci Cabrio,Nav,Benzins,6,3-Mar,6-Nov
3260,325Ci Cabrio,SMG,Benzins,6,3-Sep,6-Nov
3261,325Ci Cabrio,Automatiska parnesumkarba,Benzins,6,3-Mar,6-Nov
3262,325Ci Cabrio,Edition Exclusive,Benzins,6,4-Aug,6-Nov
3263,325Ci Cabrio,Edition Exclusive SMG,Benzins,6,4-Aug,6-Nov
3264,325Ci Cabrio,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Nov
3265,325Ci Cabrio,Edition Sport,Benzins,6,4-Aug,6-Nov
3266,325Ci Cabrio,Edition Sport SMG,Benzins,6,4-Aug,6-Nov
3267,325Ci Cabrio,Edition Sport Automatiska parnesumkarba,Benzins,6,4-Aug,6-Nov
3268,330Ci Cabrio,Nav,Benzins,6,3-Mar,6-Nov
3269,330Ci Cabrio,SMG,Benzins,6,3-Sep,6-Nov
3270,330Ci Cabrio,Automatiska parnesumkarba,Benzins,6,3-Mar,6-Nov
3271,330Ci Cabrio,Edition Exclusive,Benzins,6,4-Aug,6-Nov
3272,330Ci Cabrio,Edition Exclusive SMG,Benzins,6,4-Aug,6-Nov
3273,330Ci Cabrio,Edition Exclusive Automatiska parnesumkarba,Benzins,6,4-Aug,6-Nov
3274,330Ci Cabrio,Edition Sport,Benzins,6,4-Aug,6-Nov
3275,330Ci Cabrio,Edition Sport SMG,Benzins,6,4-Aug,6-Nov
3276,330Ci Cabrio,Edition Sport Automatiska parnesumkarba,Dizelis,6,4-Aug,6-Nov
3277,320Cd Cabrio,Nav,Dizelis,4,5-Apr,6-Nov
3278,320Cd Cabrio,Edition Exclusive,Dizelis,4,5-Apr,6-Nov
3279,320Cd Cabrio,Edition Sport,Dizelis,4,5-Apr,6-Nov
3280,330Cd Cabrio,Nav,Dizelis,6,5-Apr,6-Nov
3281,330Cd Cabrio,Edition Exclusive,Dizelis,6,5-Apr,6-Nov
3282,330Cd Cabrio,Edition Sport,Benzins,6,5-Apr,6-Nov
3283,M3 Cabrio,Nav,Benzins,6,1-Apr,6-Nov
3284,M3 Cabrio,SMG,Benzins,6,4-Feb,6-Nov
3285,316i,Nav,Benzins,4,Sep-98,1-Aug
3286,316i,Automatiska parnesumkarba,Benzins,4,Sep-98,1-Aug
3287,318i,Nav,Benzins,4,Apr-98,1-Aug
3288,318i,Automatiska parnesumkarba,Benzins,4,Jul-98,1-Aug
3289,320i,Nav,Benzins,6,Apr-98,Sep-00
3290,320i,Automatiska parnesumkarba,Benzins,6,Jul-98,Sep-00
3291,320i,Nav,Benzins,6,Sep-00,1-Aug
3292,320i,Automatiska parnesumkarba,Benzins,6,Sep-00,1-Aug
3293,323i,Nav,Benzins,6,Apr-98,Sep-00
3294,323i,Automatiska parnesumkarba,Benzins,6,Jul-98,Sep-00
3295,325i,Nav,Benzins,6,Sep-00,1-Aug
3296,325i,Automatiska parnesumkarba,Benzins,6,Sep-00,1-Aug
3297,325xi,Nav,Benzins,6,Sep-00,1-Aug
3298,325xi,Automatiska parnesumkarba,Benzins,6,Sep-00,1-Aug
3299,328i,Nav,Benzins,6,Apr-98,Jun-00
3300,328i,Automatiska parnesumkarba,Benzins,6,Jul-98,Jun-00
3301,330i,Nav,Benzins,6,Jun-00,1-Aug
